Country,ISO3c,Category,Origin,Destination,Organism,System,Product,Pressure,Value
Estonia,EST,feedcrop,land,marine,crustaceans,aquaculture,meat,water,8936.39796
Estonia,EST,feedcrop,land,marine,marine-fish-general,aquaculture,meat,disturbance,0.624018242
Estonia,EST,feedcrop,land,marine,marine-fish-general,aquaculture,meat,ghg,94.13091568
Estonia,EST,feedcrop,land,marine,marine-fish-general,aquaculture,meat,nutrient,1.013089515
Estonia,EST,feedcrop,land,marine,marine-fish-general,aquaculture,meat,water,93858.3386
Estonia,EST,feedcrop,land,marine,salmon,aquaculture,meat,disturbance,18.77490593
Estonia,EST,feedcrop,land,marine,salmon,aquaculture,meat,ghg,3282.904311
Estonia,EST,feedcrop,land,marine,salmon,aquaculture,meat,nutrient,8.276590962
Estonia,EST,feedcrop,land,marine,salmon,aquaculture,meat,water,1898875.973
Estonia,EST,feedcrop,land,marine,shrimp,aquaculture,meat,disturbance,1.692841337
Estonia,EST,feedcrop,land,marine,shrimp,aquaculture,meat,ghg,218.6744472
Estonia,EST,feedcrop,land,marine,shrimp,aquaculture,meat,nutrient,3.11065438
Estonia,EST,feedcrop,land,marine,shrimp,aquaculture,meat,water,202212.9515
Estonia,EST,feedcrop,land,marine,tuna,aquaculture,meat,disturbance,0.63008554
Estonia,EST,feedcrop,land,marine,tuna,aquaculture,meat,ghg,96.10146197
Estonia,EST,feedcrop,land,marine,tuna,aquaculture,meat,nutrient,1.21601228
Estonia,EST,feedcrop,land,marine,tuna,aquaculture,meat,water,114264.6239
Estonia,EST,feedfodd,land,land,buffaloes,grassland,milk,disturbance,0
Estonia,EST,feedfodd,land,land,buffaloes,grassland,milk,ghg,0
Estonia,EST,feedfodd,land,land,buffaloes,grassland,milk,nutrient,0
Estonia,EST,feedfodd,land,land,buffaloes,grassland,milk,water,0
Estonia,EST,feedfodd,land,land,buffaloes,mixed,milk,disturbance,1.41592262
Estonia,EST,feedfodd,land,land,buffaloes,mixed,milk,ghg,4853.372132
Estonia,EST,feedfodd,land,land,buffaloes,mixed,milk,nutrient,113.3676284
Estonia,EST,feedfodd,land,land,buffaloes,mixed,milk,water,10949.78412
Estonia,EST,feedfodd,land,land,chickens,backyard,eggs&meat,disturbance,0
Estonia,EST,feedfodd,land,land,chickens,backyard,eggs&meat,ghg,0
Estonia,EST,feedfodd,land,land,chickens,backyard,eggs&meat,nutrient,0
Estonia,EST,feedfodd,land,land,chickens,backyard,eggs&meat,water,0
Estonia,EST,feedfodd,land,land,chickens,industrial,eggs,disturbance,0
Estonia,EST,feedfodd,land,land,chickens,industrial,eggs,ghg,0
Estonia,EST,feedfodd,land,land,chickens,industrial,eggs,nutrient,0
Estonia,EST,feedfodd,land,land,chickens,industrial,eggs,water,0
Estonia,EST,feedfodd,land,land,chickens,industrial,meat,disturbance,0
Estonia,EST,feedfodd,land,land,chickens,industrial,meat,ghg,0
Estonia,EST,feedfodd,land,land,chickens,industrial,meat,nutrient,0
Estonia,EST,feedfodd,land,land,chickens,industrial,meat,water,0
Estonia,EST,feedfodd,land,land,cows,feedlot,meat,disturbance,0.398737579
Estonia,EST,feedfodd,land,land,cows,feedlot,meat,ghg,1366.756789
Estonia,EST,feedfodd,land,land,cows,feedlot,meat,nutrient,31.92542664
Estonia,EST,feedfodd,land,land,cows,feedlot,meat,water,3083.565684
Estonia,EST,feedfodd,land,land,cows,grassland,meat,disturbance,0
Estonia,EST,feedfodd,land,land,cows,grassland,meat,ghg,0
Estonia,EST,feedfodd,land,land,cows,grassland,meat,nutrient,0
Estonia,EST,feedfodd,land,land,cows,grassland,meat,water,0
Estonia,EST,feedfodd,land,land,cows,grassland,milk,disturbance,0
Estonia,EST,feedfodd,land,land,cows,grassland,milk,ghg,0
Estonia,EST,feedfodd,land,land,cows,grassland,milk,nutrient,0
Estonia,EST,feedfodd,land,land,cows,grassland,milk,water,0
Estonia,EST,feedfodd,land,land,cows,mixed,meat,disturbance,18.07758327
Estonia,EST,feedfodd,land,land,cows,mixed,meat,ghg,61964.71302
Estonia,EST,feedfodd,land,land,cows,mixed,meat,nutrient,1447.404477
Estonia,EST,feedfodd,land,land,cows,mixed,meat,water,139799.7534
Estonia,EST,feedfodd,land,land,cows,mixed,milk,disturbance,4.919132668
Estonia,EST,feedfodd,land,land,cows,mixed,milk,ghg,16861.36027
Estonia,EST,feedfodd,land,land,cows,mixed,milk,nutrient,393.8565542
Estonia,EST,feedfodd,land,land,cows,mixed,milk,water,38041.23193
Estonia,EST,feedfodd,land,land,goats,grassland,meat,disturbance,0
Estonia,EST,feedfodd,land,land,goats,grassland,meat,ghg,0
Estonia,EST,feedfodd,land,land,goats,grassland,meat,nutrient,0
Estonia,EST,feedfodd,land,land,goats,grassland,meat,water,0
Estonia,EST,feedfodd,land,land,goats,grassland,milk,disturbance,0
Estonia,EST,feedfodd,land,land,goats,grassland,milk,ghg,0
Estonia,EST,feedfodd,land,land,goats,grassland,milk,nutrient,0
Estonia,EST,feedfodd,land,land,goats,grassland,milk,water,0
Estonia,EST,feedfodd,land,land,goats,mixed,meat,disturbance,0.997594341
Estonia,EST,feedfodd,land,land,goats,mixed,meat,ghg,3419.4641
Estonia,EST,feedfodd,land,land,goats,mixed,meat,nutrient,79.87364784
Estonia,EST,feedfodd,land,land,goats,mixed,meat,water,7714.717254
Estonia,EST,feedfodd,land,land,goats,mixed,milk,disturbance,0.311916331
Estonia,EST,feedfodd,land,land,goats,mixed,milk,ghg,1069.158727
Estonia,EST,feedfodd,land,land,goats,mixed,milk,nutrient,24.97397406
Estonia,EST,feedfodd,land,land,goats,mixed,milk,water,2412.149103
Estonia,EST,feedfodd,land,land,pigs,backyard,meat,disturbance,0
Estonia,EST,feedfodd,land,land,pigs,backyard,meat,ghg,0
Estonia,EST,feedfodd,land,land,pigs,backyard,meat,nutrient,0
Estonia,EST,feedfodd,land,land,pigs,backyard,meat,water,0
Estonia,EST,feedfodd,land,land,pigs,industrial,meat,disturbance,0
Estonia,EST,feedfodd,land,land,pigs,industrial,meat,ghg,0
Estonia,EST,feedfodd,land,land,pigs,industrial,meat,nutrient,0
Estonia,EST,feedfodd,land,land,pigs,industrial,meat,water,0
Estonia,EST,feedfodd,land,land,pigs,intermediate,meat,disturbance,0
Estonia,EST,feedfodd,land,land,pigs,intermediate,meat,ghg,0
Estonia,EST,feedfodd,land,land,pigs,intermediate,meat,nutrient,0
Estonia,EST,feedfodd,land,land,pigs,intermediate,meat,water,0
Estonia,EST,feedfodd,land,land,sheep,grassland,meat,disturbance,0
Estonia,EST,feedfodd,land,land,sheep,grassland,meat,ghg,0
Estonia,EST,feedfodd,land,land,sheep,grassland,meat,nutrient,0
Estonia,EST,feedfodd,land,land,sheep,grassland,meat,water,0
Estonia,EST,feedfodd,land,land,sheep,grassland,milk,disturbance,0
Estonia,EST,feedfodd,land,land,sheep,grassland,milk,ghg,0
Estonia,EST,feedfodd,land,land,sheep,grassland,milk,nutrient,0
Estonia,EST,feedfodd,land,land,sheep,grassland,milk,water,0
Estonia,EST,feedfodd,land,land,sheep,mixed,meat,disturbance,1.374570424
Estonia,EST,feedfodd,land,land,sheep,mixed,meat,ghg,4711.628788
Estonia,EST,feedfodd,land,land,sheep,mixed,meat,nutrient,110.0567126
Estonia,EST,feedfodd,land,land,sheep,mixed,meat,water,10629.99428
Estonia,EST,feedfodd,land,land,sheep,mixed,milk,disturbance,0.326667671
Estonia,EST,feedfodd,land,land,sheep,mixed,milk,ghg,1119.72204
Estonia,EST,feedfodd,land,land,sheep,mixed,milk,nutrient,26.1550586
Estonia,EST,feedfodd,land,land,sheep,mixed,milk,water,2526.225948
Estonia,EST,feedfofm,marine,land,chickens,industrial,eggs,disturbance,3.746572024
Estonia,EST,feedfofm,marine,land,chickens,industrial,eggs,ghg,161.257381
Estonia,EST,feedfofm,marine,land,chickens,industrial,eggs,nutrient,0
Estonia,EST,feedfofm,marine,land,chickens,industrial,eggs,water,0
Estonia,EST,feedfofm,marine,land,chickens,industrial,meat,disturbance,9.77888379
Estonia,EST,feedfofm,marine,land,chickens,industrial,meat,ghg,418.9947133
Estonia,EST,feedfofm,marine,land,chickens,industrial,meat,nutrient,0
Estonia,EST,feedfofm,marine,land,chickens,industrial,meat,water,0
Estonia,EST,feedfofm,marine,land,pigs,backyard,meat,disturbance,0.303468973
Estonia,EST,feedfofm,marine,land,pigs,backyard,meat,ghg,13.01231918
Estonia,EST,feedfofm,marine,land,pigs,backyard,meat,nutrient,0
Estonia,EST,feedfofm,marine,land,pigs,backyard,meat,water,0
Estonia,EST,feedfofm,marine,land,pigs,industrial,meat,disturbance,197.6382076
Estonia,EST,feedfofm,marine,land,pigs,industrial,meat,ghg,8540.577412
Estonia,EST,feedfofm,marine,land,pigs,industrial,meat,nutrient,0
Estonia,EST,feedfofm,marine,land,pigs,industrial,meat,water,0
Estonia,EST,feedfofm,marine,land,pigs,intermediate,meat,disturbance,6.926213709
Estonia,EST,feedfofm,marine,land,pigs,intermediate,meat,ghg,297.6751684
Estonia,EST,feedfofm,marine,land,pigs,intermediate,meat,nutrient,0
Estonia,EST,feedfofm,marine,land,pigs,intermediate,meat,water,0
Estonia,EST,feedfofm,marine,marine,crustaceans,aquaculture,meat,disturbance,3.652365237
Estonia,EST,feedfofm,marine,marine,crustaceans,aquaculture,meat,ghg,156.509324
Estonia,EST,feedfofm,marine,marine,crustaceans,aquaculture,meat,nutrient,0
Estonia,EST,feedfofm,marine,marine,crustaceans,aquaculture,meat,water,0
Estonia,EST,feedfofm,marine,marine,marine-fish-general,aquaculture,meat,disturbance,62.74258111
Estonia,EST,feedfofm,marine,marine,marine-fish-general,aquaculture,meat,ghg,2694.181091
Estonia,EST,feedfofm,marine,marine,marine-fish-general,aquaculture,meat,nutrient,0
Estonia,EST,feedfofm,marine,marine,marine-fish-general,aquaculture,meat,water,0
Estonia,EST,feedfofm,marine,marine,salmon,aquaculture,meat,disturbance,208.3227918
Estonia,EST,feedfofm,marine,marine,salmon,aquaculture,meat,ghg,8877.536665
Estonia,EST,feedfofm,marine,marine,salmon,aquaculture,meat,nutrient,0
Estonia,EST,feedfofm,marine,marine,salmon,aquaculture,meat,water,0
Estonia,EST,feedfofm,marine,marine,shrimp,aquaculture,meat,disturbance,31.12911905
Estonia,EST,feedfofm,marine,marine,shrimp,aquaculture,meat,ghg,1337.10477
Estonia,EST,feedfofm,marine,marine,shrimp,aquaculture,meat,nutrient,0
Estonia,EST,feedfofm,marine,marine,shrimp,aquaculture,meat,water,0
Estonia,EST,feedfofm,marine,marine,tuna,aquaculture,meat,disturbance,5.341518301
Estonia,EST,feedfofm,marine,marine,tuna,aquaculture,meat,ghg,229.4961591
Estonia,EST,feedfofm,marine,marine,tuna,aquaculture,meat,nutrient,0
Estonia,EST,feedfofm,marine,marine,tuna,aquaculture,meat,water,0
Estonia,EST,wildcaught,freshwater,freshwater,fish,fisheries,meat,disturbance,34.65334675
Estonia,EST,wildcaught,freshwater,freshwater,fish,fisheries,meat,ghg,4080.24015
Estonia,EST,wildcaught,freshwater,freshwater,fish,fisheries,meat,nutrient,0
Estonia,EST,wildcaught,freshwater,freshwater,fish,fisheries,meat,water,0
Estonia,EST,wildcaught,marine,marine,benthic,fisheries,meat,disturbance,0.267978433
Estonia,EST,wildcaught,marine,marine,benthic,fisheries,meat,ghg,63.82391319
Estonia,EST,wildcaught,marine,marine,benthic,fisheries,meat,nutrient,0
Estonia,EST,wildcaught,marine,marine,benthic,fisheries,meat,water,0
Estonia,EST,wildcaught,marine,marine,demersal,fisheries,meat,disturbance,476.2865764
Estonia,EST,wildcaught,marine,marine,demersal,fisheries,meat,ghg,14946.16297
Estonia,EST,wildcaught,marine,marine,demersal,fisheries,meat,nutrient,0
Estonia,EST,wildcaught,marine,marine,demersal,fisheries,meat,water,0
Estonia,EST,wildcaught,marine,marine,fofm,fisheries,meat,disturbance,1137.113562
Estonia,EST,wildcaught,marine,marine,fofm,fisheries,meat,ghg,49253.27626
Estonia,EST,wildcaught,marine,marine,fofm,fisheries,meat,nutrient,0
Estonia,EST,wildcaught,marine,marine,fofm,fisheries,meat,water,0
Estonia,EST,wildcaught,marine,marine,large-pelagic,fisheries,meat,disturbance,0
Estonia,EST,wildcaught,marine,marine,large-pelagic,fisheries,meat,ghg,0
Estonia,EST,wildcaught,marine,marine,large-pelagic,fisheries,meat,nutrient,0
Estonia,EST,wildcaught,marine,marine,large-pelagic,fisheries,meat,water,0
Estonia,EST,wildcaught,marine,marine,medium-pelagic,fisheries,meat,disturbance,11.69931832
Estonia,EST,wildcaught,marine,marine,medium-pelagic,fisheries,meat,ghg,640.703264
Estonia,EST,wildcaught,marine,marine,medium-pelagic,fisheries,meat,nutrient,0
Estonia,EST,wildcaught,marine,marine,medium-pelagic,fisheries,meat,water,0
Estonia,EST,wildcaught,marine,marine,reef,fisheries,meat,disturbance,0
Estonia,EST,wildcaught,marine,marine,reef,fisheries,meat,ghg,0
Estonia,EST,wildcaught,marine,marine,reef,fisheries,meat,nutrient,0
Estonia,EST,wildcaught,marine,marine,reef,fisheries,meat,water,0
Estonia,EST,wildcaught,marine,marine,small-pelagic,fisheries,meat,disturbance,0
Estonia,EST,wildcaught,marine,marine,small-pelagic,fisheries,meat,ghg,0
Estonia,EST,wildcaught,marine,marine,small-pelagic,fisheries,meat,nutrient,0
Estonia,EST,wildcaught,marine,marine,small-pelagic,fisheries,meat,water,0
Ethiopia,ETH,farm,land,land,bana,crop,produce,disturbance,320.1185878
Ethiopia,ETH,farm,land,land,bana,crop,produce,ghg,88072.29052
Ethiopia,ETH,farm,land,land,bana,crop,produce,nutrient,1146.811793
Ethiopia,ETH,farm,land,land,bana,crop,produce,water,197269011.3
Ethiopia,ETH,farm,land,land,barl,crop,produce,disturbance,5688.387092
Ethiopia,ETH,farm,land,land,barl,crop,produce,ghg,293419.2404
Ethiopia,ETH,farm,land,land,barl,crop,produce,nutrient,41.89272951
Ethiopia,ETH,farm,land,land,barl,crop,produce,water,5874337.479
Ethiopia,ETH,farm,land,land,buffaloes,grassland,milk,disturbance,0
Ethiopia,ETH,farm,land,land,buffaloes,grassland,milk,ghg,0
Ethiopia,ETH,farm,land,land,buffaloes,grassland,milk,nutrient,0
Ethiopia,ETH,farm,land,land,buffaloes,grassland,milk,water,0
Ethiopia,ETH,farm,land,land,buffaloes,mixed,milk,disturbance,0
Ethiopia,ETH,farm,land,land,buffaloes,mixed,milk,ghg,0
Ethiopia,ETH,farm,land,land,buffaloes,mixed,milk,nutrient,0
Ethiopia,ETH,farm,land,land,buffaloes,mixed,milk,water,0
Ethiopia,ETH,farm,land,land,cass,crop,produce,disturbance,0.023884054
Ethiopia,ETH,farm,land,land,cass,crop,produce,ghg,0.579309411
Ethiopia,ETH,farm,land,land,cass,crop,produce,nutrient,0
Ethiopia,ETH,farm,land,land,cass,crop,produce,water,0
Ethiopia,ETH,farm,land,land,chickens,backyard,eggs&meat,disturbance,18.46115302
Ethiopia,ETH,farm,land,land,chickens,backyard,eggs&meat,ghg,267685.4881
Ethiopia,ETH,farm,land,land,chickens,backyard,eggs&meat,nutrient,11288.30367
Ethiopia,ETH,farm,land,land,chickens,backyard,eggs&meat,water,4737332.896
Ethiopia,ETH,farm,land,land,chickens,industrial,eggs,disturbance,10.9644184
Ethiopia,ETH,farm,land,land,chickens,industrial,eggs,ghg,1856.782037
Ethiopia,ETH,farm,land,land,chickens,industrial,eggs,nutrient,138.2172304
Ethiopia,ETH,farm,land,land,chickens,industrial,eggs,water,39581.31822
Ethiopia,ETH,farm,land,land,chickens,industrial,meat,disturbance,0.228582018
Ethiopia,ETH,farm,land,land,chickens,industrial,meat,ghg,8147.284799
Ethiopia,ETH,farm,land,land,chickens,industrial,meat,nutrient,91.56687539
Ethiopia,ETH,farm,land,land,chickens,industrial,meat,water,157632.1364
Ethiopia,ETH,farm,land,land,cnut,crop,produce,disturbance,0
Ethiopia,ETH,farm,land,land,cnut,crop,produce,ghg,0
Ethiopia,ETH,farm,land,land,cnut,crop,produce,nutrient,0
Ethiopia,ETH,farm,land,land,cnut,crop,produce,water,0
Ethiopia,ETH,farm,land,land,coco,crop,produce,disturbance,0
Ethiopia,ETH,farm,land,land,coco,crop,produce,ghg,0
Ethiopia,ETH,farm,land,land,coco,crop,produce,nutrient,0
Ethiopia,ETH,farm,land,land,coco,crop,produce,water,0
Ethiopia,ETH,farm,land,land,cows,feedlot,meat,disturbance,0
Ethiopia,ETH,farm,land,land,cows,feedlot,meat,ghg,0
Ethiopia,ETH,farm,land,land,cows,feedlot,meat,nutrient,0
Ethiopia,ETH,farm,land,land,cows,feedlot,meat,water,0
Ethiopia,ETH,farm,land,land,cows,grassland,meat,disturbance,0
Ethiopia,ETH,farm,land,land,cows,grassland,meat,ghg,12321967.01
Ethiopia,ETH,farm,land,land,cows,grassland,meat,nutrient,213365.4697
Ethiopia,ETH,farm,land,land,cows,grassland,meat,water,124763996.7
Ethiopia,ETH,farm,land,land,cows,grassland,milk,disturbance,0
Ethiopia,ETH,farm,land,land,cows,grassland,milk,ghg,3969142.1
Ethiopia,ETH,farm,land,land,cows,grassland,milk,nutrient,77756.77357
Ethiopia,ETH,farm,land,land,cows,grassland,milk,water,63389948.8
Ethiopia,ETH,farm,land,land,cows,mixed,meat,disturbance,1021.900448
Ethiopia,ETH,farm,land,land,cows,mixed,meat,ghg,42031490.18
Ethiopia,ETH,farm,land,land,cows,mixed,meat,nutrient,794020.441
Ethiopia,ETH,farm,land,land,cows,mixed,meat,water,485541210.9
Ethiopia,ETH,farm,land,land,cows,mixed,milk,disturbance,247.6601341
Ethiopia,ETH,farm,land,land,cows,mixed,milk,ghg,13737649.43
Ethiopia,ETH,farm,land,land,cows,mixed,milk,nutrient,273841.6225
Ethiopia,ETH,farm,land,land,cows,mixed,milk,water,254121627.6
Ethiopia,ETH,farm,land,land,goats,grassland,meat,disturbance,0
Ethiopia,ETH,farm,land,land,goats,grassland,meat,ghg,840675.2467
Ethiopia,ETH,farm,land,land,goats,grassland,meat,nutrient,43419.36901
Ethiopia,ETH,farm,land,land,goats,grassland,meat,water,8283253.591
Ethiopia,ETH,farm,land,land,goats,grassland,milk,disturbance,0
Ethiopia,ETH,farm,land,land,goats,grassland,milk,ghg,42505.50939
Ethiopia,ETH,farm,land,land,goats,grassland,milk,nutrient,1701.451114
Ethiopia,ETH,farm,land,land,goats,grassland,milk,water,324591.3375
Ethiopia,ETH,farm,land,land,goats,mixed,meat,disturbance,142.1079576
Ethiopia,ETH,farm,land,land,goats,mixed,meat,ghg,3562778.998
Ethiopia,ETH,farm,land,land,goats,mixed,meat,nutrient,147176.6035
Ethiopia,ETH,farm,land,land,goats,mixed,meat,water,35495219.12
Ethiopia,ETH,farm,land,land,goats,mixed,milk,disturbance,5.568706969
Ethiopia,ETH,farm,land,land,goats,mixed,milk,ghg,187340.0695
Ethiopia,ETH,farm,land,land,goats,mixed,milk,nutrient,5767.329232
Ethiopia,ETH,farm,land,land,goats,mixed,milk,water,1390931.779
Ethiopia,ETH,farm,land,land,maiz,crop,produce,disturbance,4956.387952
Ethiopia,ETH,farm,land,land,maiz,crop,produce,ghg,641639.2777
Ethiopia,ETH,farm,land,land,maiz,crop,produce,nutrient,4106.70787
Ethiopia,ETH,farm,land,land,maiz,crop,produce,water,107966650.8
Ethiopia,ETH,farm,land,land,ocer,crop,produce,disturbance,1314.860001
Ethiopia,ETH,farm,land,land,ocer,crop,produce,ghg,78349.40383
Ethiopia,ETH,farm,land,land,ocer,crop,produce,nutrient,204.6365844
Ethiopia,ETH,farm,land,land,ocer,crop,produce,water,19824137.49
Ethiopia,ETH,farm,land,land,oilp,crop,produce,disturbance,0
Ethiopia,ETH,farm,land,land,oilp,crop,produce,ghg,0
Ethiopia,ETH,farm,land,land,oilp,crop,produce,nutrient,0
Ethiopia,ETH,farm,land,land,oilp,crop,produce,water,0
Ethiopia,ETH,farm,land,land,orts,crop,produce,disturbance,5121.230992
Ethiopia,ETH,farm,land,land,orts,crop,produce,ghg,280196.9373
Ethiopia,ETH,farm,land,land,orts,crop,produce,nutrient,27.41287585
Ethiopia,ETH,farm,land,land,orts,crop,produce,water,16837934.38
Ethiopia,ETH,farm,land,land,pigs,backyard,meat,disturbance,0.23830202
Ethiopia,ETH,farm,land,land,pigs,backyard,meat,ghg,3447.753004
Ethiopia,ETH,farm,land,land,pigs,backyard,meat,nutrient,454447.8092
Ethiopia,ETH,farm,land,land,pigs,backyard,meat,water,210655.774
Ethiopia,ETH,farm,land,land,pigs,industrial,meat,disturbance,0.012444193
Ethiopia,ETH,farm,land,land,pigs,industrial,meat,ghg,505.8420969
Ethiopia,ETH,farm,land,land,pigs,industrial,meat,nutrient,455437.4289
Ethiopia,ETH,farm,land,land,pigs,industrial,meat,water,70181.60293
Ethiopia,ETH,farm,land,land,pigs,intermediate,meat,disturbance,0.000679934
Ethiopia,ETH,farm,land,land,pigs,intermediate,meat,ghg,27.73910286
Ethiopia,ETH,farm,land,land,pigs,intermediate,meat,nutrient,455437.4289
Ethiopia,ETH,farm,land,land,pigs,intermediate,meat,water,2520.129272
Ethiopia,ETH,farm,land,land,plnt,crop,produce,disturbance,0.001
Ethiopia,ETH,farm,land,land,plnt,crop,produce,ghg,0
Ethiopia,ETH,farm,land,land,plnt,crop,produce,nutrient,0
Ethiopia,ETH,farm,land,land,plnt,crop,produce,water,35.09999847
Ethiopia,ETH,farm,land,land,pota,crop,produce,disturbance,610.821001
Ethiopia,ETH,farm,land,land,pota,crop,produce,ghg,58500.76809
Ethiopia,ETH,farm,land,land,pota,crop,produce,nutrient,105.2300329
Ethiopia,ETH,farm,land,land,pota,crop,produce,water,121109208.9
Ethiopia,ETH,farm,land,land,rice,crop,produce,disturbance,237.7329664
Ethiopia,ETH,farm,land,land,rice,crop,produce,ghg,150169.4823
Ethiopia,ETH,farm,land,land,rice,crop,produce,nutrient,8.898799288
Ethiopia,ETH,farm,land,land,rice,crop,produce,water,69186613.51
Ethiopia,ETH,farm,land,land,sheep,grassland,meat,disturbance,0
Ethiopia,ETH,farm,land,land,sheep,grassland,meat,ghg,756147.8219
Ethiopia,ETH,farm,land,land,sheep,grassland,meat,nutrient,31359.70268
Ethiopia,ETH,farm,land,land,sheep,grassland,meat,water,13861772.68
Ethiopia,ETH,farm,land,land,sheep,grassland,milk,disturbance,0
Ethiopia,ETH,farm,land,land,sheep,grassland,milk,ghg,86038.52129
Ethiopia,ETH,farm,land,land,sheep,grassland,milk,nutrient,2812.463446
Ethiopia,ETH,farm,land,land,sheep,grassland,milk,water,1243179.166
Ethiopia,ETH,farm,land,land,sheep,mixed,meat,disturbance,96.16647693
Ethiopia,ETH,farm,land,land,sheep,mixed,meat,ghg,3586630.408
Ethiopia,ETH,farm,land,land,sheep,mixed,meat,nutrient,119088.2429
Ethiopia,ETH,farm,land,land,sheep,mixed,meat,water,64475018.03
Ethiopia,ETH,farm,land,land,sheep,mixed,milk,disturbance,8.624593949
Ethiopia,ETH,farm,land,land,sheep,mixed,milk,ghg,423276.8437
Ethiopia,ETH,farm,land,land,sheep,mixed,milk,nutrient,10680.30953
Ethiopia,ETH,farm,land,land,sheep,mixed,milk,water,5782377.26
Ethiopia,ETH,farm,land,land,sorg,crop,produce,disturbance,6250.207519
Ethiopia,ETH,farm,land,land,sorg,crop,produce,ghg,257999.1
Ethiopia,ETH,farm,land,land,sorg,crop,produce,nutrient,992.1371279
Ethiopia,ETH,farm,land,land,sorg,crop,produce,water,13017761.11
Ethiopia,ETH,farm,land,land,soyb,crop,produce,disturbance,0
Ethiopia,ETH,farm,land,land,soyb,crop,produce,ghg,0
Ethiopia,ETH,farm,land,land,soyb,crop,produce,nutrient,0
Ethiopia,ETH,farm,land,land,soyb,crop,produce,water,0
Ethiopia,ETH,farm,land,land,spis,crop,produce,disturbance,1803.858657
Ethiopia,ETH,farm,land,land,spis,crop,produce,ghg,1687917.715
Ethiopia,ETH,farm,land,land,spis,crop,produce,nutrient,21870.24163
Ethiopia,ETH,farm,land,land,spis,crop,produce,water,64071639
Ethiopia,ETH,farm,land,land,sugb,crop,produce,disturbance,0
Ethiopia,ETH,farm,land,land,sugb,crop,produce,ghg,0
Ethiopia,ETH,farm,land,land,sugb,crop,produce,nutrient,0
Ethiopia,ETH,farm,land,land,sugb,crop,produce,water,0
Ethiopia,ETH,farm,land,land,sugc,crop,produce,disturbance,214.4661825
Ethiopia,ETH,farm,land,land,sugc,crop,produce,ghg,109576.3865
Ethiopia,ETH,farm,land,land,sugc,crop,produce,nutrient,851.1445632
Ethiopia,ETH,farm,land,land,sugc,crop,produce,water,69339326.51
Ethiopia,ETH,farm,land,land,swpo,crop,produce,disturbance,365.8400006
Ethiopia,ETH,farm,land,land,swpo,crop,produce,ghg,126135.7513
Ethiopia,ETH,farm,land,land,swpo,crop,produce,nutrient,75.91550309
Ethiopia,ETH,farm,land,land,swpo,crop,produce,water,3409417.008
Ethiopia,ETH,farm,land,land,tnut,crop,produce,disturbance,312.3174288
Ethiopia,ETH,farm,land,land,tnut,crop,produce,ghg,87469.16284
Ethiopia,ETH,farm,land,land,tnut,crop,produce,nutrient,1155.466795
Ethiopia,ETH,farm,land,land,tnut,crop,produce,water,5196407.846
Ethiopia,ETH,farm,land,land,vege,crop,produce,disturbance,2008.135002
Ethiopia,ETH,farm,land,land,vege,crop,produce,ghg,414328.4471
Ethiopia,ETH,farm,land,land,vege,crop,produce,nutrient,5210.626073
Ethiopia,ETH,farm,land,land,vege,crop,produce,water,350892206.7
Ethiopia,ETH,farm,land,land,whea,crop,produce,disturbance,15396.60724
Ethiopia,ETH,farm,land,land,whea,crop,produce,ghg,1167049.492
Ethiopia,ETH,farm,land,land,whea,crop,produce,nutrient,7130.130964
Ethiopia,ETH,farm,land,land,whea,crop,produce,water,97137882.14
Ethiopia,ETH,farm,land,land,xfru,crop,produce,disturbance,408.5630005
Ethiopia,ETH,farm,land,land,xfru,crop,produce,ghg,47985.58624
Ethiopia,ETH,farm,land,land,xfru,crop,produce,nutrient,628.2433868
Ethiopia,ETH,farm,land,land,xfru,crop,produce,water,141442519.7
Ethiopia,ETH,farm,land,land,xmil,crop,produce,disturbance,2392.328585
Ethiopia,ETH,farm,land,land,xmil,crop,produce,ghg,92959.49657
Ethiopia,ETH,farm,land,land,xmil,crop,produce,nutrient,213.4733222
Ethiopia,ETH,farm,land,land,xmil,crop,produce,water,35361900.54
Ethiopia,ETH,farm,land,land,xoil,crop,produce,disturbance,5103.416488
Ethiopia,ETH,farm,land,land,xoil,crop,produce,ghg,184343.2055
Ethiopia,ETH,farm,land,land,xoil,crop,produce,nutrient,1019.257757
Ethiopia,ETH,farm,land,land,xoil,crop,produce,water,165104191.1
Ethiopia,ETH,farm,land,land,xpul,crop,produce,disturbance,9697.444296
Ethiopia,ETH,farm,land,land,xpul,crop,produce,ghg,1026029.909
Ethiopia,ETH,farm,land,land,xpul,crop,produce,nutrient,6061.873394
Ethiopia,ETH,farm,land,land,xpul,crop,produce,water,29744927.02
Ethiopia,ETH,farm,land,land,yams,crop,produce,disturbance,447.3380002
Ethiopia,ETH,farm,land,land,yams,crop,produce,ghg,78561.62694
Ethiopia,ETH,farm,land,land,yams,crop,produce,nutrient,79.43968263
Ethiopia,ETH,farm,land,land,yams,crop,produce,water,4372414.6
Ethiopia,ETH,farm,marine,marine,bivalve,aquaculture,meat,disturbance,0
Ethiopia,ETH,farm,marine,marine,bivalve,aquaculture,meat,ghg,0
Ethiopia,ETH,farm,marine,marine,bivalve,aquaculture,meat,nutrient,0
Ethiopia,ETH,farm,marine,marine,bivalve,aquaculture,meat,water,0
Ethiopia,ETH,farm,marine,marine,crustaceans,aquaculture,meat,disturbance,0
