Country,ISO3c,Product,Tonnes,Cumulative pressure,Pressure per tonne,Million kcal,Tonnes of protein,Pressure per tonne of protein,Pressure per million kcal
Afghanistan,AFG,Bana,495,2.99122E-07,0.000604288,304.0489615,4.037220183,0.074091175,0.000983797
Afghanistan,AFG,Barl,89223.4995,0.000275676,0.003089724,296435.2163,9640.627141,0.028595237,0.000929971
Afghanistan,AFG,Maiz,174405.6559,0.000615106,0.003526872,229716.4802,7234.343356,0.085025881,0.002677676
Afghanistan,AFG,Ocer,20.60000074,3.48594E-08,0.001692205,70.96437886,2.421421942,0.014396262,0.000491224
Afghanistan,AFG,Pota,547134.0653,8.06093E-05,0.00014733,387718.7361,9152.005524,0.008807832,0.000207907
Afghanistan,AFG,Rice,333931.4534,0.000728936,0.002182891,951038.419,19712.65255,0.036978071,0.000766463
Afghanistan,AFG,Spis,18847.99329,0.000136269,0.00722991,64503.06508,2038.579342,0.066845224,0.002112602
Afghanistan,AFG,Sugb,2474.164646,2.17399E-06,0.000878676,1827.623532,32.29259887,0.067321613,0.001189517
Afghanistan,AFG,Sugc,37485.99454,5.78026E-06,0.000154198,11822.98422,64.3541397,0.08981951,0.0004889
Afghanistan,AFG,Tnut,37805.99624,0.000245669,0.006498143,99138.20567,2503.272427,0.098139046,0.002478043
Afghanistan,AFG,Vege,609325.5546,0.000362644,0.000595156,176640.1185,8100.325752,0.044769009,0.002053008
Afghanistan,AFG,Whea,4092846.152,0.003126078,0.000763791,13401334.41,480641.9725,0.006503964,0.000233266
Afghanistan,AFG,Xfru,2563057.421,0.00174567,0.000681089,1054501.162,12715.3558,0.137288354,0.001655447
Afghanistan,AFG,Xmil,13021.64729,4.51215E-06,0.000346511,43886.34827,1157.577255,0.003897923,0.000102814
Afghanistan,AFG,Xoil,92444.44837,0.000287912,0.00311443,396512.4747,14242.20657,0.020215388,0.00072611
Afghanistan,AFG,Xpul,39602.88829,0.000138346,0.003493334,135350.8128,8781.115163,0.015754959,0.00102213
Angola,AGO,Bana,4413958.763,0.000661218,0.000149802,2711231.471,36000.2493,0.018367035,0.000243881
Angola,AGO,Cass,8271136.202,0.000570584,6.8985E-05,8618421.226,64405.00049,0.00885932,6.62052E-05
Angola,AGO,Coco,484.9333432,1.4696E-06,0.003030528,2097.057633,26.90124974,0.054629591,0.000700793
Angola,AGO,Maiz,2750496.033,0.000927618,0.000337255,3622785.42,114090.5242,0.00813054,0.000256051
Angola,AGO,Oilp,280448.1919,1.39616E-05,4.97833E-05,1202897.543,43206.49348,0.000323137,1.16067E-05
Angola,AGO,Orts,501.9999876,5.41592E-08,0.000107887,445.6220123,7.627921696,0.007100128,0.000121536
Angola,AGO,Plnt,54.5,2.01738E-08,0.000370161,41.98297227,0.435256944,0.046349065,0.000480522
Angola,AGO,Pota,802756.1244,8.05054E-05,0.000100286,568861.6551,13427.83963,0.005995411,0.00014152
Angola,AGO,Rice,65380.52197,8.28386E-05,0.001267023,186204.0476,3859.545125,0.021463307,0.000444881
Angola,AGO,Sorg,79829.86732,0.000104536,0.001309482,275472.7129,8587.437493,0.012173101,0.000379478
Angola,AGO,Soyb,15075.83331,9.02434E-06,0.000598597,53127.75695,5497.1562,0.001641638,0.000169861
Angola,AGO,Sugc,567045.8271,4.40685E-05,7.77159E-05,178844.7646,973.4768097,0.045269154,0.000246406
Angola,AGO,Swpo,1319752.433,0.000160479,0.000121597,1232255.285,13239.99153,0.012120742,0.000130232
Angola,AGO,Tnut,2343.993159,6.31939E-06,0.002695993,6146.62485,155.2043069,0.040716577,0.001028107
Angola,AGO,Vege,813913.1963,0.000229056,0.000281426,235948.9477,10820.09769,0.02116953,0.000970788
Angola,AGO,Whea,2824.031638,3.00976E-06,0.001065767,9246.815284,331.6391788,0.009075404,0.000325491
Angola,AGO,Xfru,942841.8627,0.000215814,0.000228898,387906.9706,4677.448756,0.046139349,0.000556356
Angola,AGO,Xmil,74637.50211,9.73861E-05,0.001304788,251547.8526,6635.003461,0.014677624,0.000387147
Angola,AGO,Xoil,201328.5612,0.000194826,0.000967704,863537.9131,31017.14604,0.006281249,0.000225614
Angola,AGO,Xpul,320769.3737,0.000378025,0.001178494,1096293.663,71123.92384,0.005315015,0.000344821
Angola,AGO,Yams,49.70000029,9.44285E-09,0.000189997,48.86100701,0.752558626,0.012547665,0.000193259
Åland,ALA,Barl,2604.199999,8.34348E-07,0.000320385,8652.166686,281.3846277,0.00296515,9.64322E-05
Åland,ALA,Ocer,20859.79996,4.92196E-06,0.000235955,71859.35408,2451.959977,0.002007359,6.84944E-05
Åland,ALA,Pota,23574.49971,2.13001E-06,9.03523E-05,16705.7323,394.3347074,0.00540153,0.000127502
Åland,ALA,Sugb,7249.999943,2.90859E-07,4.01184E-05,5355.452201,94.62641877,0.003073757,5.43107E-05
Åland,ALA,Vege,4307.000099,3.60408E-07,8.36796E-05,1248.57558,57.25691883,0.006294577,0.000288655
Åland,ALA,Whea,5475.100006,3.09506E-06,0.000565297,17927.29151,642.9664759,0.004813711,0.000172645
Åland,ALA,Xfru,4312.69994,9.56325E-07,0.000221746,1774.344601,21.3953514,0.044697801,0.000538974
Åland,ALA,Xoil,410.7999976,3.61458E-07,0.000879889,1762.002224,63.28880236,0.005711252,0.000205141
Åland,ALA,Xpul,64.59999962,2.47399E-08,0.000382971,220.7834538,14.32370367,0.0017272,0.000112055
Albania,ALB,Barl,8458.987869,2.00549E-06,0.000237083,28104.05233,913.9962957,0.002194194,7.13593E-05
Albania,ALB,Maiz,347235.2759,0.000205485,0.000591773,457357.1022,14403.31277,0.014266479,0.000449287
Albania,ALB,Ocer,37660.15846,1.74428E-05,0.000463164,129734.4494,4426.753921,0.00394032,0.00013445
Albania,ALB,Pota,255155.6914,1.90658E-05,7.47222E-05,180812.4342,4268.033094,0.004467113,0.000105445
Albania,ALB,Soyb,533.399984,2.38401E-07,0.000446946,1879.719954,194.4955856,0.001225741,0.000126828
Albania,ALB,Spis,359.2849279,1.17707E-06,0.003276155,1229.572757,38.85988393,0.030290187,0.000957303
Albania,ALB,Sugb,31521.7404,1.81716E-06,5.76478E-05,23284.57591,411.4192319,0.004416809,7.80414E-05
Albania,ALB,Tnut,13841.40224,3.67906E-05,0.00265801,36296.14131,916.4895523,0.040142937,0.001013622
Albania,ALB,Vege,841226.7423,0.000136005,0.000161675,243866.9941,11183.20181,0.012161537,0.000557701
Albania,ALB,Whea,285912.6276,5.56048E-05,0.000194482,936172.6757,33576.05055,0.001656086,5.93959E-05
Albania,ALB,Xfru,748417.0767,0.00013447,0.000179673,307916.1124,3712.905274,0.03621696,0.00043671
Albania,ALB,Xoil,110598.9883,4.52037E-05,0.000408717,474380.8775,17039.13718,0.002652935,9.52899E-05
Albania,ALB,Xpul,24280.8579,2.75213E-05,0.001133458,82984.70122,5383.77423,0.005111902,0.000331643
Andorra,AND,Xfru,95.80000305,2.51381E-08,0.000262402,39.41433918,0.475264859,0.05289279,0.00063779
United Arab Emirates,ARE,Bana,1307.154532,2.22505E-07,0.000170221,802.9070261,10.66115284,0.020870603,0.000277124
United Arab Emirates,ARE,Barl,138.5890909,4.80822E-08,0.00034694,460.4469381,14.9745948,0.003210916,0.000104425
United Arab Emirates,ARE,Maiz,12925.86016,1.01603E-06,7.86044E-05,17025.1537,536.1644382,0.001894995,5.96781E-05
United Arab Emirates,ARE,Ocer,66.39999962,2.08553E-07,0.003140852,228.7395418,7.804971373,0.026720483,0.000911747
United Arab Emirates,ARE,Pota,561.3509218,2.05216E-07,0.000365576,397.7933082,9.389813325,0.02185522,0.000515887
United Arab Emirates,ARE,Sorg,101760.2016,9.91096E-06,9.73952E-05,351148.7583,10946.52164,0.000905398,2.82244E-05
United Arab Emirates,ARE,Sugc,55.69999933,3.89191E-09,6.98728E-05,17.5676335,0.095623061,0.040700573,0.000221539
United Arab Emirates,ARE,Tnut,670.3880447,6.13939E-07,0.000915796,1757.950444,44.38882914,0.013830924,0.000349235
United Arab Emirates,ARE,Vege,282316.4687,6.12399E-05,0.000216919,81841.9876,3753.092817,0.016317174,0.00074827
United Arab Emirates,ARE,Whea,82.59999985,1.02608E-07,0.001242228,270.4597678,9.700102419,0.010578038,0.000379384
United Arab Emirates,ARE,Xfru,293498.2961,0.000207185,0.000705915,120751.994,1456.048246,0.142292574,0.001715788
Argentina,ARG,Bana,174473.9107,4.69469E-05,0.000269077,107168.9118,1423.00928,0.032991257,0.000438064
Argentina,ARG,Barl,3536643.379,0.000692,0.000195666,11750106.77,382135.4277,0.001810878,5.88931E-05
Argentina,ARG,Cass,194066.5709,1.54569E-05,7.96474E-05,202214.9573,1511.141552,0.010228624,7.6438E-05
Argentina,ARG,Maiz,43383973.12,0.002996132,6.90608E-05,57142720.23,1799566.396,0.001664919,5.24324E-05
Argentina,ARG,Ocer,621515.3728,0.000238084,0.00038307,2141041.301,73055.86928,0.003258925,0.0001112
Argentina,ARG,Pota,2229750.747,0.000249389,0.000111846,1580081.001,37297.42388,0.006686506,0.000157833
Argentina,ARG,Rice,1527933.389,0.000895699,0.000586216,4351561.794,90197.01411,0.009930473,0.000205834
Argentina,ARG,Sorg,2215360.105,0.000693051,0.000312839,7644648.284,238310.1346,0.002908188,9.06583E-05
Argentina,ARG,Soyb,46281361.5,0.010925992,0.000236078,163097115.4,16875741.99,0.000647438,6.69907E-05
Argentina,ARG,Spis,147012.9131,0.000105721,0.000719127,503118.9979,15900.7637,0.006648797,0.000210131
Argentina,ARG,Sugb,700.5999751,5.34415E-08,7.62797E-05,517.521339,9.14417478,0.005844325,0.000103264
Argentina,ARG,Sugc,21955420.4,0.001545845,7.04084E-05,6924681.929,37692.00228,0.041012548,0.000223237
Argentina,ARG,Swpo,335660.9027,2.18329E-05,6.50446E-05,313407.2051,3367.409976,0.006483599,6.96632E-05
Argentina,ARG,Tnut,191062.0241,0.000120396,0.000630139,501019.6299,12650.91108,0.009516748,0.000240301
Argentina,ARG,Vege,3335608.256,0.000606744,0.000181899,966974.4409,44343.31246,0.013682885,0.000627467
Argentina,ARG,Whea,22855084.7,0.004099154,0.000179354,74835120.02,2683978.969,0.001527267,5.47758E-05
Argentina,ARG,Xfru,7473027.299,0.001685027,0.000225481,3074576.443,37073.76987,0.045450658,0.000548052
Argentina,ARG,Xmil,4470.493044,3.67533E-06,0.000822131,15066.72776,397.4106312,0.009248198,0.000243937
Argentina,ARG,Xoil,6434490.085,0.001799795,0.000279711,27598797.24,991312.4968,0.001815567,6.52128E-05
Argentina,ARG,Xpul,568221.6093,0.000259346,0.000456416,1942011.303,125991.3002,0.00205844,0.000133545
Argentina,ARG,Yams,28.69999981,2.04779E-09,7.13515E-05,28.21551074,0.434576103,0.004712148,7.25766E-05
Armenia,ARM,Barl,120361.8033,6.645E-05,0.000552085,399888.7893,13005.13064,0.005109522,0.000166171
Armenia,ARM,Maiz,12756.76205,3.14672E-06,0.000246671,16802.42801,529.1502521,0.005946744,0.000187278
Armenia,ARM,Ocer,27606.40167,7.9541E-06,0.000288125,95100.5377,3244.98759,0.002451196,8.36389E-05
Armenia,ARM,Pota,612030.8821,0.000121471,0.000198472,433706.9378,10237.54573,0.011865239,0.000280076
Armenia,ARM,Sugb,67424.32792,3.12787E-06,4.63908E-05,49805.20941,880.0169296,0.003554327,6.2802E-05
Armenia,ARM,Tnut,6868.756852,1.82219E-05,0.002652863,18011.85783,454.8053575,0.040065202,0.00101166
Armenia,ARM,Vege,853295.2604,0.000135205,0.00015845,247365.5909,11343.63973,0.01191898,0.000546578
Armenia,ARM,Whea,201566.3733,7.28396E-05,0.000361368,659995.0922,23670.87735,0.003077182,0.000110364
Armenia,ARM,Xfru,924836.4602,0.000557128,0.000602407,380499.1312,4588.123758,0.121428332,0.001464204
Armenia,ARM,Xoil,170.2731724,6.9336E-08,0.000407204,730.3352245,26.23268067,0.002643115,9.49372E-05
Armenia,ARM,Xpul,5062.164587,5.75469E-06,0.001136804,17300.96266,1122.429503,0.005126995,0.000332623
American Samoa,ASM,Bana,860.0999756,2.61951E-07,0.000304558,528.3080897,7.014975719,0.037341644,0.000495829
American Samoa,ASM,Cass,99.60000229,9.5964E-09,9.63494E-05,103.7819657,0.775557075,0.012373557,9.24669E-05
American Samoa,ASM,Cnut,6683.5,1.4399E-06,0.000215441,11297.25094,117.8884309,0.012214104,0.000127456
American Samoa,ASM,Orts,9780.5,1.52682E-06,0.000156109,8682.084062,148.6153187,0.010273647,0.000175859
American Samoa,ASM,Sugc,29.09999943,1.80048E-08,0.000618721,9.178063391,0.049957469,0.360402447,0.00196172
American Samoa,ASM,Vege,1270.899994,2.45573E-07,0.000193227,368.4269005,16.89524405,0.014535012,0.000666544
American Samoa,ASM,Xfru,54.60000229,1.54664E-08,0.000283268,22.46370502,0.270871206,0.057098849,0.000688508
American Samoa,ASM,Yams,908.0999756,1.48099E-07,0.000163086,892.7702016,13.75047216,0.010770454,0.000165887
Antigua and Barbuda,ATG,Bana,269.0146732,1.74516E-08,6.48722E-05,165.2396607,2.194083774,0.007953928,0.000105614
Antigua and Barbuda,ATG,Cass,131.8771448,1.32127E-08,0.00010019,137.4143475,1.026890063,0.01286672,9.61523E-05
Antigua and Barbuda,ATG,Maiz,77.32540028,2.89539E-08,0.000374442,101.8482955,3.207456162,0.009027058,0.000284285
Antigua and Barbuda,ATG,Orts,40.34878144,7.2743E-09,0.000180285,35.81734188,0.613102297,0.011864735,0.000203094
Antigua and Barbuda,ATG,Swpo,272.3263918,2.83028E-08,0.00010393,254.2716552,2.732026879,0.010359641,0.000111309
Antigua and Barbuda,ATG,Vege,2501.002838,4.62469E-07,0.000184914,725.0269324,33.24813402,0.013909628,0.000637865
Antigua and Barbuda,ATG,Xfru,10239.09715,1.18684E-06,0.000115912,4212.60162,50.79627256,0.023364661,0.000281735
Antigua and Barbuda,ATG,Xoil,102.1999962,3.18039E-07,0.003111928,438.3559437,15.74516894,0.020199151,0.000725527
Antigua and Barbuda,ATG,Yams,138.9891922,1.96069E-08,0.000141068,136.6428945,2.104577767,0.00931632,0.00014349
Australia,AUS,Bana,352208.0475,9.21834E-05,0.00026173,216340.386,2872.608965,0.032090475,0.000426103
Australia,AUS,Barl,13277276.51,0.003988465,0.000300398,44112283.84,1434613.897,0.002780166,9.04162E-05
Australia,AUS,Maiz,470120.7754,0.000479533,0.001020021,619214.3783,19500.601,0.024590692,0.000774422
Australia,AUS,Ocer,2482951.187,0.00122856,0.000494798,8553450.601,291857.8772,0.004209447,0.000143633
Australia,AUS,Pota,1033342.012,0.000401241,0.000388295,732263.0486,17284.88939,0.023213412,0.000547947
Australia,AUS,Rice,1347684.391,0.001356779,0.001006748,3838211.764,79556.54936,0.017054265,0.000353492
Australia,AUS,Sorg,1367884.545,0.000465454,0.000340273,4720224.136,147145.7165,0.003163217,9.86084E-05
Australia,AUS,Soyb,29374.60869,1.9343E-05,0.000658495,103517.1349,10710.97092,0.001805908,0.000186858
Australia,AUS,Spis,1356.452327,1.46055E-06,0.001076741,4642.156402,146.7124722,0.009955167,0.000314627
Australia,AUS,Sugc,33897639.81,0.001882968,5.55486E-05,10691226.57,58193.82612,0.032356837,0.000176123
Australia,AUS,Swpo,71998.25513,7.62266E-06,0.000105873,67224.90385,722.2993224,0.010553329,0.00011339
Australia,AUS,Tnut,128763.5935,0.000205915,0.001599174,337655.2104,8525.905551,0.02415173,0.000609839
Australia,AUS,Vege,1648479.623,0.000584598,0.000354629,477885.1531,21914.75779,0.026676,0.001223302
Australia,AUS,Whea,34487598.5,0.011071506,0.000321029,112923824.5,4050039.204,0.002733679,9.8044E-05
Australia,AUS,Xfru,3562259.571,0.002016989,0.000566211,1465596.059,17672.40855,0.114132104,0.001376224
Australia,AUS,Xmil,38812.63494,3.02279E-05,0.000778817,130808.7047,3450.302595,0.008760953,0.000231085
Australia,AUS,Xoil,7847918.624,0.005316563,0.000677449,33661271.06,1209068.582,0.004397239,0.000157943
Australia,AUS,Xpul,4162823.392,0.001869865,0.000449182,14227283.77,923019.3349,0.002025814,0.000131428
Austria,AUT,Barl,829267.8297,0.000205924,0.00024832,2755150.715,89602.64942,0.002298188,7.47414E-05
Austria,AUT,Maiz,2300923.497,0.000300736,0.000130702,3030635.928,95442.26375,0.003150968,9.92318E-05
Austria,AUT,Ocer,805773.0054,0.000166528,0.000206669,2775785.378,94714.38669,0.001758215,5.99932E-05
Austria,AUT,Pota,716171.6219,3.76877E-05,5.26239E-05,507504.7848,11979.52578,0.003146013,7.42609E-05
Austria,AUT,Sorg,13070.07567,1.83764E-06,0.000140599,45101.53058,1405.970743,0.001307025,4.07445E-05
Austria,AUT,Soyb,185873.0097,3.42447E-05,0.000184237,655022.9018,67775.55486,0.000505267,5.22802E-05
Austria,AUT,Sugb,3064367.179,5.91048E-05,1.92878E-05,2263596.149,39995.87506,0.001477774,2.6111E-05
Austria,AUT,Tnut,8916.663583,1.85368E-06,0.000207889,23382.05883,590.4047058,0.003139675,7.92778E-05
Austria,AUT,Vege,641448.8636,2.94468E-05,4.59067E-05,185952.4886,8527.370483,0.003453211,0.000158357
Austria,AUT,Whea,1522534.754,0.000677752,0.000445147,4985283.256,178798.3424,0.003790592,0.00013595
Austria,AUT,Xfru,1169210.008,7.02614E-05,6.0093E-05,481040.0664,5800.463592,0.012113064,0.000146061
Austria,AUT,Xmil,17673.53405,2.93253E-06,0.000165928,59564.4202,1571.113131,0.001866528,4.92329E-05
Austria,AUT,Xoil,193538.8463,0.000119345,0.000616646,830126.2893,29817.04446,0.004002574,0.000143767
Austria,AUT,Xpul,50869.0026,1.89481E-05,0.000372488,173855.0178,11279.14123,0.001679921,0.000108988
Azerbaijan,AZE,Barl,908201.8712,0.00048034,0.000528892,3017400.345,98131.49739,0.004894864,0.00015919
Azerbaijan,AZE,Maiz,254388.8376,0.000202164,0.000794705,335065.443,10552.04424,0.019158761,0.000603357
Azerbaijan,AZE,Ocer,16264.00664,1.15399E-05,0.000709536,56027.43143,1911.748599,0.006036309,0.000205969
Azerbaijan,AZE,Pota,922494.4678,0.00027144,0.000294246,653712.5209,15430.72347,0.017590899,0.000415229
Azerbaijan,AZE,Rice,16290.20828,2.31592E-05,0.001421661,46394.59317,961.6441116,0.024082875,0.000499178
Azerbaijan,AZE,Soyb,12.08421059,1.11455E-08,0.000922321,42.58517521,4.406309872,0.002529446,0.000261723
Azerbaijan,AZE,Sugb,385768.9811,3.04696E-05,7.8984E-05,284961.0145,5035.025855,0.006051523,0.000106925
Azerbaijan,AZE,Tnut,65962.9529,0.000124486,0.001887204,172973.8518,4367.646871,0.028501738,0.000719678
Azerbaijan,AZE,Vege,1410707.489,0.000559993,0.000396959,408956.3226,18753.83384,0.029860202,0.001369323
Azerbaijan,AZE,Whea,2320420.495,0.00077109,0.000332306,7597825.539,272497.7785,0.002829713,0.000101488
Azerbaijan,AZE,Xfru,1509467.324,0.000465734,0.000308542,621029.8037,7488.483845,0.062193339,0.000749938
Azerbaijan,AZE,Xmil,1466.89325,1.29994E-07,8.86187E-05,4943.812917,130.4014941,0.000996876,2.62943E-05
Azerbaijan,AZE,Xoil,302252.8882,0.00054437,0.001801043,1296422.26,46565.78243,0.011690354,0.000419902
Azerbaijan,AZE,Xpul,32621.12268,1.12959E-05,0.000346274,111489.2287,7233.054137,0.0015617,0.000101318
Burundi,BDI,Bana,812517.2192,0.000207346,0.000255189,499080.8419,6626.89074,0.03128852,0.000415455
Burundi,BDI,Cass,2153661.844,8.40892E-05,3.90448E-05,2244088.901,16769.95623,0.00501428,3.74714E-05
Burundi,BDI,Maiz,230447.3914,8.33936E-05,0.000361877,303531.2321,9558.9535,0.008724134,0.000274745
Burundi,BDI,Ocer,14711.43404,9.18797E-06,0.000624546,50679.01656,1729.25184,0.00531326,0.000181297
Burundi,BDI,Oilp,84360.67306,5.3682E-06,6.36339E-05,361839.5458,12996.79932,0.00041304,1.48359E-05
Burundi,BDI,Orts,58530.98244,6.68155E-06,0.000114154,51957.55941,889.3819957,0.007512577,0.000128596
Burundi,BDI,Plnt,924.2999725,1.10999E-06,0.001200893,712.015782,7.38179783,0.150367855,0.001558933
Burundi,BDI,Pota,203253.583,1.19447E-05,5.87673E-05,144032.7468,3399.857608,0.003513283,8.29302E-05
Burundi,BDI,Rice,60274.68419,0.000102032,0.001692781,171662.5965,3558.137141,0.028675631,0.000594374
Burundi,BDI,Sorg,25699.28063,4.83115E-05,0.001879877,88681.72766,2764.516257,0.017475561,0.000544774
Burundi,BDI,Soyb,2276.004815,2.34518E-06,0.001030394,8020.719526,829.907954,0.002825834,0.00029239
Burundi,BDI,Sugc,253532.7211,1.35747E-05,5.35422E-05,79963.55434,435.2526951,0.031188068,0.000169761
Burundi,BDI,Swpo,509645.5997,8.57239E-05,0.000168203,475857.0381,5112.855453,0.016766353,0.000180146
Burundi,BDI,Vege,546795.307,4.21361E-05,7.70602E-05,158512.9445,7269.053584,0.005796647,0.000265821
Burundi,BDI,Whea,8146.541961,8.88338E-06,0.001090448,26674.47762,956.6863381,0.009285574,0.000333029
Burundi,BDI,Xfru,134138.3195,3.6687E-05,0.000273501,55187.61018,665.4616651,0.055130168,0.000664769
Burundi,BDI,Xmil,10456.4495,6.24302E-06,0.00059705,35240.96254,929.5404674,0.006716249,0.000177153
Burundi,BDI,Xoil,10589.97348,1.26996E-05,0.001199209,45422.48522,1631.515926,0.007783922,0.000279588
Burundi,BDI,Xpul,397348.1157,0.000211493,0.000532262,1358016.871,88103.66401,0.002400505,0.000155737
Burundi,BDI,Yams,5891.347361,8.8662E-07,0.000150495,5791.894629,89.20692661,0.009938912,0.000153079
Belgium,BEL,Barl,400853.057,8.37842E-05,0.000209015,1331789.981,43312.2987,0.001934421,6.2911E-05
Belgium,BEL,Maiz,656675.2255,0.000122855,0.000187086,864932.5084,27238.87611,0.004510274,0.00014204
Belgium,BEL,Ocer,69382.19827,2.10272E-05,0.000303063,239012.8363,8155.513168,0.002578279,8.79751E-05
Belgium,BEL,Pota,4689000.35,0.000179225,3.82224E-05,3322793.086,78433.71456,0.002285051,5.39381E-05
Belgium,BEL,Sugb,6762810.822,0.000132586,1.96051E-05,4995573.846,88267.66537,0.001502088,2.65407E-05
Belgium,BEL,Tnut,355.1578429,2.16951E-07,0.000610859,931.3261064,23.51629169,0.009225573,0.000232949
Belgium,BEL,Vege,2110352.802,8.64329E-05,4.09566E-05,611779.6408,28054.86332,0.003080854,0.000141281
Belgium,BEL,Whea,1697272.167,0.000720074,0.000424254,5557431.443,199318.5701,0.003612679,0.00012957
Belgium,BEL,Xfru,408014.1221,1.5902E-05,3.89741E-05,167866.456,2024.162506,0.007856079,9.473E-05
Belgium,BEL,Xoil,57284.38479,3.43091E-05,0.000598926,245704.0263,8825.365455,0.003887554,0.000139636
Belgium,BEL,Xpul,6588.756328,1.7864E-06,0.000271128,22518.39608,1460.919407,0.001222788,7.93305E-05
Benin,BEN,Bana,21447.57579,2.671E-06,0.000124536,13173.96595,174.9264361,0.015269263,0.000202748
Benin,BEN,Cass,4178183.718,0.000118068,2.82583E-05,4353615.557,32534.33601,0.003629033,2.71196E-05
Benin,BEN,Cnut,17377.19964,7.44289E-06,0.000428313,29373.02086,306.5116778,0.024282554,0.000253392
Benin,BEN,Maiz,1556738.558,0.000434958,0.000279403,2050440.969,64573.48636,0.006735858,0.000212129
Benin,BEN,Ocer,1442.576223,6.67083E-07,0.000462425,4969.491359,169.5672619,0.00393403,0.000134236
Benin,BEN,Oilp,588640.0987,1.55191E-05,2.63643E-05,2524793.345,90687.24747,0.000171128,6.14668E-06
Benin,BEN,Orts,2721.916493,2.92031E-07,0.000107289,2416.226962,41.35969399,0.007060772,0.000120863
Benin,BEN,Plnt,429.8999939,6.35702E-08,0.000147872,331.1647619,3.433338674,0.018515575,0.00019196
Benin,BEN,Pota,33.33333356,3.3624E-08,0.001008719,23.62119045,0.557572398,0.060304218,0.001423466
Benin,BEN,Rice,341602.7777,4.64874E-05,0.000136086,972886.3883,20165.50642,0.002305294,4.7783E-05
Benin,BEN,Sorg,120217.1473,5.46219E-05,0.00045436,414839.0173,12931.96736,0.004223786,0.00013167
Benin,BEN,Soyb,161717.2629,3.8754E-05,0.00023964,569897.2163,58967.55662,0.000657209,6.80017E-05
Benin,BEN,Spis,80631.99541,5.96707E-05,0.000740038,275945.071,8721.072719,0.00684213,0.000216241
Benin,BEN,Sugc,8988.417207,7.39704E-07,8.22952E-05,2834.92318,15.43087929,0.0479366,0.000260926
Benin,BEN,Swpo,94343.91773,6.11652E-06,6.48322E-05,88089.09031,946.4749907,0.006462424,6.94356E-05
Benin,BEN,Tnut,181860.0999,0.000130688,0.00071862,476889.5355,12041.61823,0.01085305,0.000274043
Benin,BEN,Vege,602238.0825,3.33769E-05,5.54215E-05,174585.4994,8006.105458,0.004168937,0.000191178
Benin,BEN,Xfru,528797.5072,4.57667E-05,8.65487E-05,217559.5369,2623.370196,0.017445777,0.000210364
Benin,BEN,Xmil,25377.01358,1.38719E-05,0.000546631,85527.15578,2255.924544,0.006149077,0.000162192
Benin,BEN,Xoil,958441.6512,0.000640572,0.000668347,4110945.305,147659.7483,0.004338161,0.000155821
Benin,BEN,Xpul,153644.5169,7.87316E-05,0.000512427,525110.9488,34067.4697,0.00231105,0.000149933
Benin,BEN,Yams,3173597.442,9.3255E-05,2.93846E-05,3120023.46,48054.69051,0.001940602,2.98892E-05
Burkina Faso,BFA,Cass,4314.220142,1.58243E-06,0.000366794,4495.363822,33.59361321,0.047105034,0.000352013
Burkina Faso,BFA,Maiz,1417804.188,0.000443523,0.000312824,1867445.101,58810.4913,0.007541563,0.000237503
Burkina Faso,BFA,Ocer,10832.48635,1.56804E-05,0.001447536,37316.5358,1273.301902,0.012314765,0.0004202
Burkina Faso,BFA,Orts,32,1.09852E-08,0.000343287,28.40618476,0.486242032,0.022592031,0.000386718
Burkina Faso,BFA,Pota,1641.496252,6.63589E-07,0.000404259,1163.22286,27.45758987,0.024167795,0.000570475
Burkina Faso,BFA,Rice,294535.8405,0.000272037,0.000923613,838839.5198,17387.04943,0.015645969,0.000324302
Burkina Faso,BFA,Sorg,1150583.251,0.001115873,0.000969832,3970372.244,123770.2389,0.009015679,0.00028105
Burkina Faso,BFA,Soyb,16761.0297,1.17685E-05,0.000702136,59066.44717,6111.635516,0.001925594,0.000199242
Burkina Faso,BFA,Spis,10902.23064,4.80756E-06,0.00044097,37310.45962,1179.173922,0.004077058,0.000128853
Burkina Faso,BFA,Sugb,11.00000012,7.76585E-10,7.05986E-05,8.125513836,0.143571121,0.005409059,9.55736E-05
Burkina Faso,BFA,Sugc,489504.5423,3.11393E-05,6.36139E-05,154388.447,840.3576879,0.037054822,0.000201695
Burkina Faso,BFA,Swpo,68248.78709,5.75115E-06,8.42675E-05,63724.01861,684.683991,0.008399721,9.0251E-05
Burkina Faso,BFA,Tnut,176158.4646,0.000153891,0.000873593,461938.2063,11664.09223,0.013193551,0.000333142
Burkina Faso,BFA,Vege,312036.7467,4.30734E-05,0.00013804,90457.7323,4148.191842,0.010383665,0.000476172
Burkina Faso,BFA,Xfru,113888.1239,2.71935E-05,0.000238774,46856.21087,565.0002239,0.048130013,0.00058036
Burkina Faso,BFA,Xmil,711770.0822,0.000756422,0.001062733,2398850.854,63273.78095,0.011954742,0.000315327
Burkina Faso,BFA,Xoil,1266996.554,0.001083958,0.000855534,5434398.15,195196.4338,0.005553165,0.000199462
Burkina Faso,BFA,Xpul,554276.5002,0.000674369,0.001216666,1894351.096,122899.2629,0.005487171,0.00035599
Burkina Faso,BFA,Yams,49772.55952,7.65704E-06,0.000153841,48932.34137,753.6573202,0.010159849,0.000156482
Bangladesh,BGD,Bana,821511.7307,0.000100281,0.000122069,504605.6335,6700.249979,0.014966741,0.000198731
